candidate_id,job_title,job_description,required_education,required_skills,required_experience,candidate_education,candidate_skills,candidate_experience,hired
1461,Data Science Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,High School,"['Writing', 'Photoshop', 'Excel', 'Java']",1.0,High School,"['Adobe Illustrator', 'Python', 'Financial Modeling', 'Excel']",3.0,1
1462,Marketing Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Bachelor’s,"['ML', 'Node.js', 'Adobe Illustrator', 'Problem-Solving']",1.0,Bachelor’s,"['Problem-Solving', 'Excel', 'Databases', 'React']",4.0,1
1463,Backend Developer Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Associate’s,"['Problem-Solving', 'ML', 'Digital Marketing', 'Excel', 'SQL']",0.5,High School,"['Networking', 'Security Protocols', 'Writing', 'Node.js']",0.5,0
1464,Backend Developer Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Master’s,"['Writing', 'Databases', 'Photoshop']",3.0,High School,"['Problem-Solving', 'Financial Modeling']",4.0,0
1465,Marketing Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Diploma,"['Digital Marketing', 'Databases', 'Writing', 'Excel']",3.0,Associate’s,"['React', 'SQL', 'Security Protocols', 'Java', 'Node.js']",4.0,0
1466,Finance Attachment,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Associate’s,"['Digital Marketing', 'ML', 'Python', 'Databases']",2.0,Master’s,"['React', 'Adobe Illustrator', 'Digital Marketing', 'Excel', 'ML']",5.0,0
1467,Finance Attachment,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Diploma,"['SQL', 'Excel']",3.0,Bachelor’s,"['Financial Modeling', 'Node.js', 'Digital Marketing', 'Adobe Illustrator']",4.0,0
1468,Graphic Design Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Diploma,"['Adobe Illustrator', 'Security Protocols', 'Networking']",2.0,Bachelor’s,"['Photoshop', 'Java', 'Excel', 'Node.js', 'React']",5.0,0
1469,Data Science Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Diploma,"['ML', 'Writing']",1.0,Diploma,"['Problem-Solving', 'Security Protocols', 'Financial Modeling', 'Writing', 'React']",0.5,0
1470,Marketing Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,High School,"['Photoshop', 'Excel', 'Networking', 'Financial Modeling']",3.0,Associate’s,"['Digital Marketing', 'React', 'Java', 'Excel', 'Networking']",0.5,0
1471,Graphic Design Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,High School,"['Node.js', 'Problem-Solving', 'Java', 'Networking']",0.5,Bachelor’s,"['Writing', 'Problem-Solving', 'Financial Modeling']",5.0,0
1472,Backend Developer Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Diploma,"['Security Protocols', 'Databases', 'React']",0.5,Bachelor’s,"['Security Protocols', 'Adobe Illustrator', 'Networking', 'Writing']",1.0,0
1473,Software Engineering Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,High School,"['Writing', 'Problem-Solving', 'ML']",1.0,Bachelor’s,"['Databases', 'Node.js', 'Python']",0.5,0
1474,Backend Developer Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Diploma,"['Node.js', 'Java', 'Networking', 'Python']",1.0,High School,"['Problem-Solving', 'Excel', 'Writing', 'React']",3.0,0
1475,Graphic Design Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Diploma,"['Adobe Illustrator', 'Python', 'Security Protocols', 'Financial Modeling', 'React']",3.0,High School,"['Databases', 'Node.js', 'Java', 'SQL']",1.0,0
1476,Cybersecurity Attachment,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Associate’s,"['Security Protocols', 'Digital Marketing', 'Photoshop']",1.0,Bachelor’s,"['Problem-Solving', 'ML', 'Python', 'Digital Marketing', 'Financial Modeling']",0.0,0
1477,Finance Attachment,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Master’s,"['Adobe Illustrator', 'Digital Marketing', 'SQL', 'Databases']",3.0,Master’s,"['Node.js', 'Digital Marketing']",5.0,1
1478,Backend Developer Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Master’s,"['Python', 'Databases', 'React', 'Security Protocols']",0.5,Associate’s,"['Node.js', 'Writing']",5.0,0
1479,Finance Attachment,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",High School,"['Problem-Solving', 'Adobe Illustrator', 'Node.js', 'SQL', 'Photoshop']",2.0,Bachelor’s,"['Financial Modeling', 'Networking']",2.0,0
1480,Software Engineering Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,High School,"['React', 'Writing', 'SQL']",1.0,Bachelor’s,"['SQL', 'Excel', 'ML', 'Networking']",0.5,0
1481,Cybersecurity Attachment,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Associate’s,"['React', 'Photoshop', 'Financial Modeling']",1.0,Diploma,"['ML', 'Writing', 'Databases']",2.0,0
1482,Software Engineering Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Master’s,"['ML', 'Security Protocols', 'Digital Marketing', 'Node.js']",3.0,Master’s,"['Problem-Solving', 'Node.js', 'Photoshop', 'Adobe Illustrator']",5.0,1
1483,Cybersecurity Attachment,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Diploma,"['Problem-Solving', 'Digital Marketing']",2.0,Associate’s,"['Writing', 'Adobe Illustrator']",4.0,0
1484,Graphic Design Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Bachelor’s,"['SQL', 'ML', 'Databases', 'Security Protocols']",0.5,Bachelor’s,"['Photoshop', 'Problem-Solving', 'Digital Marketing', 'Adobe Illustrator', 'Python']",1.0,0
1485,Backend Developer Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Associate’s,"['Python', 'Databases', 'Writing', 'Networking', 'SQL']",3.0,Associate’s,"['Python', 'Writing', 'Node.js', 'React', 'Problem-Solving']",0.0,0
1486,Finance Attachment,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Bachelor’s,"['Networking', 'React', 'SQL', 'Adobe Illustrator', 'Node.js']",0.5,Diploma,"['Security Protocols', 'Problem-Solving', 'ML', 'Databases', 'Digital Marketing']",1.0,0
1487,Data Science Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Bachelor’s,"['Digital Marketing', 'Databases']",3.0,High School,"['Financial Modeling', 'React', 'Digital Marketing', 'Python', 'Writing']",1.0,0
1488,Cybersecurity Attachment,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,High School,"['Python', 'Photoshop', 'Financial Modeling', 'Adobe Illustrator', 'Databases']",2.0,Master’s,"['Databases', 'Networking', 'SQL', 'Photoshop', 'Writing']",4.0,0
1489,Backend Developer Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Diploma,"['Node.js', 'Excel', 'Databases', 'ML', 'SQL']",0.5,Associate’s,"['Photoshop', 'React', 'Databases', 'Writing', 'Adobe Illustrator']",0.5,0
1490,Graphic Design Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Bachelor’s,"['ML', 'Digital Marketing', 'Databases', 'Photoshop', 'Security Protocols']",3.0,High School,"['Problem-Solving', 'Digital Marketing', 'ML', 'SQL', 'Databases']",5.0,0
1491,Cybersecurity Attachment,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",High School,"['Photoshop', 'Java']",2.0,Associate’s,"['React', 'Financial Modeling']",4.0,0
1492,Graphic Design Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Associate’s,"['Writing', 'Java']",1.0,Bachelor’s,"['Photoshop', 'Node.js', 'Java', 'Security Protocols', 'ML']",2.0,0
1493,Finance Attachment,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Associate’s,"['Problem-Solving', 'SQL', 'Writing', 'Python', 'Excel']",0.0,High School,"['Adobe Illustrator', 'Digital Marketing', 'Problem-Solving']",1.0,0
1494,Software Engineering Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Bachelor’s,"['Node.js', 'Digital Marketing']",0.5,High School,"['Security Protocols', 'SQL', 'Writing']",5.0,0
1495,Data Science Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Master’s,"['Writing', 'SQL', 'Adobe Illustrator']",1.0,Bachelor’s,"['Java', 'Photoshop', 'Node.js', 'Financial Modeling', 'Adobe Illustrator']",3.0,0
1496,Cybersecurity Attachment,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,High School,"['Financial Modeling', 'Digital Marketing', 'Problem-Solving']",3.0,High School,"['React', 'Photoshop', 'SQL', 'Node.js']",1.0,0
1497,Graphic Design Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Diploma,"['Writing', 'Digital Marketing', 'Databases', 'Excel', 'Python']",2.0,Bachelor’s,"['Node.js', 'Databases', 'Writing', 'SQL', 'Adobe Illustrator']",0.0,0
1498,Marketing Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Associate’s,"['Writing', 'Node.js', 'React', 'Databases']",3.0,Master’s,"['Problem-Solving', 'Writing', 'Python', 'SQL', 'Networking']",2.0,0
1499,Marketing Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,High School,"['Databases', 'Node.js', 'SQL', 'Adobe Illustrator']",2.0,Bachelor’s,"['Excel', 'Java', 'React', 'Financial Modeling', 'Digital Marketing']",2.0,0
1500,Data Science Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Bachelor’s,"['React', 'Photoshop']",0.0,Bachelor’s,"['Photoshop', 'ML']",0.0,1
1501,Finance Attachment,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Associate’s,"['React', 'Security Protocols']",0.5,Associate’s,"['Problem-Solving', 'Excel', 'ML']",5.0,0
1502,Backend Developer Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Diploma,"['SQL', 'Writing']",3.0,Bachelor’s,"['Node.js', 'SQL', 'Adobe Illustrator', 'Photoshop', 'Digital Marketing']",4.0,0
1503,Backend Developer Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Bachelor’s,"['Databases', 'Java', 'SQL', 'Digital Marketing']",1.0,Bachelor’s,"['Problem-Solving', 'ML', 'Adobe Illustrator', 'Security Protocols']",0.0,0
1504,Cybersecurity Attachment,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,High School,"['Node.js', 'Python']",1.0,High School,"['Databases', 'Security Protocols', 'Adobe Illustrator']",2.0,0
1505,Graphic Design Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Diploma,"['Security Protocols', 'Databases']",3.0,Bachelor’s,"['Financial Modeling', 'Node.js', 'Java']",3.0,0
1506,Data Science Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Master’s,"['Node.js', 'Adobe Illustrator', 'Writing', 'React']",1.0,Bachelor’s,"['Python', 'Excel', 'Node.js']",3.0,0
1507,Finance Attachment,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Diploma,"['SQL', 'Python']",0.5,Associate’s,"['React', 'Networking', 'ML', 'Digital Marketing']",0.5,0
1508,Backend Developer Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Bachelor’s,"['Writing', 'React']",0.5,High School,"['Writing', 'Financial Modeling', 'ML', 'Photoshop']",0.0,0
